"Source airport","Destination airport"
20715,ESC,DTW
20716,EUG,SLC
20718,EVV,DTW
20720,EWR,AMS
20723,EWR,CVG
20724,EWR,DTW
20726,EWR,MSP
20727,EWR,SLC
20729,EYW,LGA
20730,EZE,ATL
20731,FAR,ATL
20732,FAR,MSP
20733,FAR,SLC
20735,FAT,SLC
20737,FCA,MSP
20738,FCA,SLC
20747,FLL,CVG
20748,FLL,DTW
20751,FLL,MSP
20755,FNT,MSP
20756,FPO,ATL
20760,FSD,ATL
20761,FSD,MSP
20763,FUK,HNL
20765,FWA,DTW
20766,FWA,MSP
20767,GCC,RKS
20768,GCC,SLC
20769,GCM,ATL
20770,GCM,DTW
20777,GDL,SLC
20779,GEG,LAX
20780,GEG,MSP
20781,GEG,SLC
20782,GFK,MSP
20783,GGT,ATL
20784,GIG,ATL
20785,GIG,SDQ
20786,GJT,SLC
20792,GRB,DTW
20793,GRB,MSP
20796,GRR,CVG
20797,GRR,DTW
20798,GRR,LGA
20799,GRR,MCO
20800,GRR,MSP
20801,GRU,ATL
20802,GRU,DTW
20804,GRU,SDQ
20806,GSO,DTW
20809,GSP,DTW
20810,GSP,LGA
20811,GTF,MSP
20812,GTF,SLC
20815,GUA,JFK
20817,GUM,KIX
20818,GUM,NGO
20819,GUM,NRT
20821,HIB,MSP
20823,HLN,MSP
20824,HLN,SLC
20829,HND,LAX
20830,HND,SEA
20831,HNL,ATL
20832,HNL,FUK
20833,HNL,ICN
20839,HNL,SFO
20840,HNL,SLC
20844,HPN,DTW
20848,HSV,DTW
20849,IAD,AMS
20852,IAD,DTW
20853,IAD,ICN
20857,IAD,MSP
20858,IAD,SVO
20859,IAH,AMS
20862,IAH,CVG
20863,IAH,DTW
20864,IAH,LGA
20865,IAH,MEM
20867,IAH,MSP
20869,IAH,SLC
20870,ICN,ATL
20872,ICN,DTW
20873,ICN,HNL
20874,ICN,IAD
20875,ICN,JFK
20876,ICN,LAS
20877,ICN,LAX
20878,ICN,ORD
20879,ICN,REP
20880,ICN,SEA
20883,ICT,MSP
20884,IDA,SLC
20887,IMT,MSP
20888,IMT,RHI
20890,IND,BOS
20892,IND,DTW
20895,IND,LGA
20896,IND,MBJ
20897,IND,MCO
20898,IND,MEM
20899,IND,MSP
20900,IND,RDU
20901,IND,RSW
20902,IND,SLC
20903,IND,TPA
20904,INL,BRD
20905,INL,MSP
20906,ISN,MSP
20907,ITH,DTW
20908,JAC,SLC
20912,JAX,CVG
20913,JAX,DTW
20915,JAX,LGA
20916,JAX,MSP
20917,JFK,ACC
20918,JFK,AMS
20940,JFK,DKR
20941,JFK,DTW
20948,JFK,GUA
20950,JFK,ICN
20962,JFK,MSP
20972,JFK,PHL
20977,JFK,PVG
20979,JFK,RIC
20982,JFK,SAT
20984,JFK,SDF
20992,JFK,STL
20994,JFK,SVO
20997,JFK,TLV
21003,JNB,ATL
21006,KIN,ATL
21007,KIX,GUM
21010,KSC,BTS
21014,LAN,DTW
21015,LAN,MSP
21018,LAS,CVG
21019,LAS,DTW
21020,LAS,ICN
21025,LAS,MCO
21026,LAS,MEM
21028,LAS,MSP
21030,LAS,RDU
21032,LAS,SLC
21036,LAX,AMS
21038,LAX,BJX
21042,LAX,BZE
21047,LAX,CVG
21049,LAX,DTW
21052,LAX,GEG
21055,LAX,HND
21057,LAX,ICN
21064,LAX,LIR
21065,LAX,MCI
21068,LAX,MEM
21074,LAX,OAK
21086,LAX,SJO
21089,LAX,SVO
21091,LAX,TPA
21096,LEX,DCA
21097,LEX,DTW
21098,LEX,LGA
21099,LEX,MSP
21102,LGA,AUA
21103,LGA,BGR
21104,LGA,BHM
21107,LGA,BTV
21108,LGA,BUF
21109,LGA,CAE
21111,LGA,CHS
21112,LGA,CLE
21115,LGA,CVG
21118,LGA,DEN
21120,LGA,DSM
21122,LGA,EYW
21124,LGA,GRR
21126,LGA,GSP
21127,LGA,IAH
21129,LGA,IND
21130,LGA,JAX
21131,LGA,LEX
21132,LGA,MCI
21134,LGA,MEM
21135,LGA,MHT
21137,LGA,MKE
21138,LGA,MSN
21139,LGA,MSP
21141,LGA,MYR
21142,LGA,OMA
21147,LGA,PWM
21150,LGA,ROC
21152,LGA,SAV
21156,LGA,SYR
21159,LGA,YHZ
21178,LIM,ATL
21181,LIR,LAX
21183,LIT,DTW
21184,LNK,MSP
21185,LOS,ATL
21186,LSE,MSP
21188,LWS,SLC
21195,MBJ,DTW
21196,MBJ,IND
21199,MBS,DTW
21200,MBS,MSP
21202,MCI,CVG
21203,MCI,DTW
21204,MCI,LAX
21205,MCI,LGA
21206,MCI,MCO
21207,MCI,MEM
21208,MCI,MSP
21209,MCI,SLC
21213,MCO,BHM
21214,MCO,BNA
21216,MCO,CMH
21218,MCO,CVG
21219,MCO,DTW
21221,MCO,GRR
21223,MCO,IND
21225,MCO,LAS
21230,MCO,MCI
21231,MCO,MEM
21233,MCO,MKE
21234,MCO,MSP
21235,MCO,OMA
21236,MCO,ORF
21237,MCO,PIT
21238,MCO,RDU
21240,MCO,SAT
21241,MCO,SDF
21243,MCO,SLC
21247,MDT,DTW
21249,MDW,DTW
21250,MDW,MSP
21253,MEM,AUS
21254,MEM,CVG
21256,MEM,DEN
21258,MEM,DTW
21259,MEM,IAH
21260,MEM,IND
21261,MEM,LAS
21262,MEM,LAX
21263,MEM,LGA
21264,MEM,MCI
21265,MEM,MCO
21266,MEM,MSP
21269,MEM,PIT
21270,MEM,RDU
21271,MEM,SAT
21272,MEM,SLC
21289,MFR,SLC
21290,MGA,ATL
21292,MHT,ATL
21293,MHT,DTW
21294,MHT,LGA
21308,MIA,SVO
21312,MKE,CVG
21313,MKE,DTW
21314,MKE,LGA
21315,MKE,MCO
21316,MKE,MSP
21319,MLI,DTW
21320,MLI,MSP
21325,MOT,MSP
21326,MQT,DTW
21329,MSN,CVG
21330,MSN,DCA
21331,MSN,DTW
21332,MSN,LGA
21333,MSN,MSP
21334,MSN,SLC
21335,MSO,MSP
21336,MSO,SLC
21337,MSP,ABQ
21338,MSP,ABR
21339,MSP,ALB
21340,MSP,AMS
21341,MSP,ANC
21342,MSP,APN
21344,MSP,ATW
21345,MSP,AUS
21346,MSP,AZO
21347,MSP,BDL
21348,MSP,BHM
21349,MSP,BIL
21350,MSP,BIS
21351,MSP,BJI
21352,MSP,BMI
21353,MSP,BNA
21354,MSP,BOI
21355,MSP,BOS
21356,MSP,BRD
21357,MSP,BUF
21358,MSP,BWI
21359,MSP,BZN
21361,MSP,CID
21362,MSP,CLE
21364,MSP,CMH
21366,MSP,CVG
21367,MSP,CWA
21368,MSP,DAY
21370,MSP,DEN
21372,MSP,DIK
21373,MSP,DLH
21374,MSP,DSM
21375,MSP,DTW
21376,MSP,EWR
21377,MSP,FAR
21378,MSP,FCA
21379,MSP,FLL
21380,MSP,FNT
21381,MSP,FSD
21382,MSP,FWA
21383,MSP,GEG
21384,MSP,GFK
21385,MSP,GRB
21386,MSP,GRR
21387,MSP,GTF
21388,MSP,HIB
21389,MSP,HLN
21390,MSP,IAD
21391,MSP,IAH
21392,MSP,ICT
21393,MSP,IMT
21394,MSP,IND
21395,MSP,INL
21396,MSP,ISN
21397,MSP,JAX
21398,MSP,JFK
21399,MSP,LAN
21400,MSP,LAS
21402,MSP,LEX
21403,MSP,LGA
21405,MSP,LNK
21406,MSP,LSE
21407,MSP,MBS
21408,MSP,MCI
21409,MSP,MCO
21410,MSP,MDW
21411,MSP,MEM
21413,MSP,MKE
21414,MSP,MLI
21415,MSP,MOT
21416,MSP,MSN
21417,MSP,MSO
21419,MSP,NRT
21420,MSP,OKC
21421,MSP,OMA
21423,MSP,ORF
21424,MSP,PDX
21427,MSP,PIA
21428,MSP,PIT
21429,MSP,PSC
21430,MSP,PSP
21431,MSP,RAP
21432,MSP,RDU
21433,MSP,RHI
21434,MSP,RIC
21435,MSP,ROC
21436,MSP,RST
21437,MSP,RSW
21439,MSP,SAT
21440,MSP,SBN
21441,MSP,SDF
21444,MSP,SJC
21445,MSP,SLC
21446,MSP,SMF
21447,MSP,SNA
21448,MSP,STL
21449,MSP,SYR
21450,MSP,TPA
21451,MSP,TUL
21452,MSP,TUS
21453,MSP,TVC
21454,MSP,TYS
21455,MSP,XNA
21456,MSP,YEG
21457,MSP,YQR
21458,MSP,YUL
21459,MSP,YVR
21460,MSP,YWG
21461,MSP,YXE
21462,MSP,YYC
21465,MSY,CVG
21483,MYR,BOS
21484,MYR,DTW
21485,MYR,LGA
21488,NAS,DTW
21491,NGO,DTW
21492,NGO,GUM
21497,NRT,ATL
21499,NRT,DTW
21500,NRT,GUM
21506,NRT,MSP
21507,NRT,PDX
21509,NRT,ROR
21510,NRT,SEA
21515,OAK,LAX
21516,OAK,SLC
21520,OKC,DTW
21521,OKC,MSP
21522,OKC,SLC
21525,OMA,DTW
21526,OMA,LGA
21527,OMA,MCO
21528,OMA,MSP
21529,OMA,SLC
21531,ONT,SLC
21532,ORD,AMS
21539,ORD,ICN
21550,ORF,DTW
21553,ORF,MCO
21554,ORF,MSP
21556,PAP,ATL
21560,PBI,DTW
21562,PDX,AMS
21567,PDX,MSP
21568,PDX,NRT
21578,PHL,JFK
21590,PIA,DTW
21591,PIA,MSP
21592,PIH,SLC
21595,PIT,CVG
21596,PIT,DTW
21599,PIT,MCO
21600,PIT,MEM
21601,PIT,MSP
21602,PIT,PUJ
21603,PLN,DTW
21604,PLS,ATL
21609,PSC,MSP
21610,PSC,SLC
21611,PSP,MSP
21613,PSP,SLC
21615,PUJ,ATL
21616,PUJ,CVG
21617,PUJ,DTW
21619,PUJ,PIT
21621,PVD,DTW
21623,PVG,JFK
21626,PVG,SEA
21631,RAP,MSP
21632,RAP,SLC
21633,RDM,SLC
21635,RDU,BDL
21637,RDU,BWI
21638,RDU,CMH
21640,RDU,CVG
21641,RDU,DTW
21643,RDU,IND
21645,RDU,LAS
21648,RDU,MCO
21649,RDU,MEM
21650,RDU,MSP
21652,RDU,SLC
21653,RDU,TPA
21654,REP,ICN
21655,RHI,IMT
21656,RHI,MSP
21659,RIC,CVG
21660,RIC,DTW
21661,RIC,JFK
21664,RIC,MSP
21665,RKS,GCC
21666,RKS,SLC
21667,RNO,SLC
21669,ROA,DTW
21672,ROC,DTW
21674,ROC,LGA
21675,ROC,MSP
21677,RST,MSP
21679,RSW,CMH
21680,RSW,CVG
21681,RSW,DTW
21682,RSW,IND
21684,RSW,MSP
21685,RTB,ATL
21686,SAL,ATL
21694,SAP,ATL
21696,SAT,DTW
21697,SAT,JFK
21698,SAT,MCO
21699,SAT,MEM
21701,SAT,MSP
21703,SAT,SLC
21705,SAV,DTW
21707,SAV,LGA
21709,SBN,DTW
21710,SBN,MSP
21711,SCE,DTW
21712,SCL,ATL
21714,SDF,DTW
21715,SDF,JFK
21717,SDF,MCO
21718,SDF,MSP
21719,SDQ,ATL
21720,SDQ,GIG
21721,SDQ,GRU
21725,SEA,AMS
21729,SEA,DTW
21730,SEA,HND
21733,SEA,ICN
21739,SEA,NRT
21741,SEA,PVG
21746,SFO,AMS
21749,SFO,CVG
21750,SFO,DTW
21757,SFO,MSP
21761,SFO,SLC
21764,SGU,SLC
21767,SJC,ATL
21769,SJC,MSP
21770,SJC,SLC
21775,SJO,LAX
21777,SJU,DTW
21779,SLC,ABQ
21780,SLC,ANC
21782,SLC,AUS
21783,SLC,BIL
21784,SLC,BNA
21785,SLC,BOI
21786,SLC,BOS
21787,SLC,BTM
21788,SLC,BUR
21789,SLC,BWI
21790,SLC,BZN
21791,SLC,CDC
21794,SLC,CNY
21795,SLC,COD
21796,SLC,COS
21797,SLC,CPR
21800,SLC,DCA
21801,SLC,DEN
21803,SLC,DTW
21804,SLC,EKO
21805,SLC,EUG
21806,SLC,EWR
21807,SLC,FAR
21808,SLC,FAT
21809,SLC,FCA
21810,SLC,GCC
21811,SLC,GDL
21812,SLC,GEG
21813,SLC,GJT
21814,SLC,GTF
21815,SLC,HLN
21816,SLC,HNL
21817,SLC,IAH
21818,SLC,IDA
21819,SLC,IND
21820,SLC,JAC
21822,SLC,LAS
21825,SLC,LWS
21826,SLC,MCI
21827,SLC,MCO
21828,SLC,MEM
21829,SLC,MFR
21830,SLC,MSN
21831,SLC,MSO
21832,SLC,MSP
21834,SLC,OAK
21835,SLC,OKC
21836,SLC,OMA
21837,SLC,ONT
21842,SLC,PIH
21843,SLC,PSC
21844,SLC,PSP
21846,SLC,RAP
21847,SLC,RDM
21848,SLC,RDU
21849,SLC,RKS
21850,SLC,RNO
21852,SLC,SAT
21854,SLC,SFO
21855,SLC,SGU
21856,SLC,SJC
21858,SLC,SMF
21859,SLC,SNA
21860,SLC,STL
21861,SLC,TUL
21862,SLC,TUS
21863,SLC,TWF
21864,SLC,VEL
21865,SLC,YVR
21866,SLC,YYC
21870,SMF,MSP
21872,SMF,SLC
21874,SNA,MSP
21875,SNA,SLC
21876,SNA,YVR
21877,SPN,NGO
21878,SPN,NRT
21883,STL,CVG
21884,STL,DTW
21885,STL,JFK
21887,STL,MSP
21888,STL,SLC
21892,SVO,IAD
21893,SVO,JFK
21894,SVO,LAX
21895,SVO,MIA
21896,SWF,DTW
21897,SXM,ATL
21901,SYR,DTW
21903,SYR,LGA
21904,SYR,MSP
21905,TGU,ATL
21907,TLV,JFK
21909,TPA,CMH
21910,TPA,CVG
21911,TPA,DTW
21912,TPA,IND
21914,TPA,LAX
21916,TPA,MSP
21917,TPA,RDU
21923,TUL,DTW
21924,TUL,MSP
21925,TUL,SLC
21927,TUS,MSP
21928,TUS,SLC
21929,TVC,DTW
21930,TVC,MSP
21931,TWF,SLC
21933,TYS,DTW
21935,TYS,MSP
21936,UIO,ATL
21937,UVF,ATL
21939,VEL,SLC
21944,XNA,CVG
21945,XNA,DTW
21946,XNA,MSP
21948,YEG,MSP
21949,YHZ,LGA
21950,YOW,DTW
21951,YQR,MSP
21952,YUL,AMS
21958,YUL,MSP
21959,YVR,AMS
21962,YVR,MSP
21965,YVR,SLC
21966,YVR,SNA
21967,YWG,MSP
21968,YXE,MSP
21969,YYC,AMS
21974,YYC,MSP
21976,YYC,SLC
21977,YYZ,AMS
21989,ZRH,ATL
21990,ABJ,COO
21991,ABJ,DKR
21999,COO,DKR
22000,COO,DLA
22002,CSK,DKR
22003,DKR,ABJ
22007,DKR,COO
22008,DKR,NKC
22010,DKR,RAI
22011,DKR,ZIG
22012,DLA,COO
22015,NKC,DKR
22019,RAI,DKR
22020,ZIG,CSK
22021,ZIG,DKR
22022,BZV,LAD
22023,CAB,LAD
22024,CAB,SZA
22025,CBT,LAD
22026,CBT,VPE
22027,CPT,LAD
22028,DXB,LAD
22029,GIG,LAD
22030,GRU,LAD
22031,HAV,LAD
22033,JNB,LAD
22034,LAD,BZV
22035,LAD,CAB
22036,LAD,CBT
22037,LAD,CPT
22038,LAD,DXB
22039,LAD,GIG
22040,LAD,GRU
22041,LAD,HAV
22042,LAD,HRE
22043,LAD,JNB
22044,LAD,LIS
22045,LAD,LUO
22046,LAD,MEG
22047,LAD,MSZ
22048,LAD,NOV
22049,LAD,OPO
22050,LAD,PEK
22051,LAD,SDD
22052,LAD,SPP
22053,LAD,SVP
22054,LAD,SZA
22055,LAD,TMS
22056,LAD,VHC
22057,LAD,VPE
22058,LAD,WDH
22059,LIS,LAD
22060,LUN,LAD
22061,LUO,LAD
22062,MEG,LAD
22063,MEG,VHC
22064,MSZ,LAD
22065,NOV,LAD
22066,NOV,SPP
22067,NOV,VPE
22068,OPO,LAD
22069,PEK,LAD
22070,RAI,TMS
22071,SDD,LAD
22072,SDD,VPE
22073,SDD,WDH
22074,SPP,LAD
22075,SPP,NOV
22076,SPP,VPE
22077,SVP,LAD
22078,SVP,VPE
22079,SZA,CAB
22080,SZA,LAD
22081,TMS,LAD
22082,TMS,RAI
22083,VHC,LAD
22084,VHC,MEG
22085,VPE,CBT
22086,VPE,LAD
22087,VPE,NOV
22088,VPE,SDD
22089,VPE,SPP
22090,VPE,SVP
22091,WDH,LAD
22092,WDH,SDD
22093,AKX,ALA
22095,AKX,SCO
22096,AKX,TSE
22097,ALA,AKX
22098,ALA,CIT
22099,ALA,DMB
22100,ALA,DZN
22101,ALA,KGF
22102,ALA,KOV
22103,ALA,KSN
22104,ALA,PLX
22105,ALA,PPK
22106,ALA,SCO
22107,ALA,TSE
22108,ALA,UKK
22109,ASF,SCO
22111,CIT,ALA
22112,CIT,DME
22113,CIT,SCO
22114,CIT,TSE
22116,DMB,ALA
22117,DMB,TSE
22119,DME,CIT
22120,DME,SCO
22121,DZN,ALA
22122,EVN,SCO
22123,GUW,SCO
22124,GUW,TSE
22125,GYD,SCO
22126,KGF,ALA
22127,KGF,KZO
22128,KGF,UKK
22129,KOV,ALA
22130,KRR,SCO
22131,KSN,ALA
22132,KZO,KGF
22133,KZO,SCO
22134,MCX,SCO
22135,MRV,SCO
22136,PLX,ALA
22137,PLX,TSE
22138,PLX,UKK
22139,PPK,ALA
22140,PPK,TSE
22141,SCO,AKX
22142,SCO,ALA
22143,SCO,ASF
22144,SCO,CIT
22145,SCO,DME
22146,SCO,EVN
22147,SCO,GUW
22148,SCO,GYD
22149,SCO,KRR
22150,SCO,KZO
22151,SCO,MCX
22152,SCO,MRV
22153,SCO,TBS
22154,SCO,TSE
22155,SCO,URA
22156,SZI,UKK
22157,TBS,SCO
22158,TSE,AKX
22159,TSE,ALA
22160,TSE,CIT
22161,TSE,DMB
22162,TSE,GUW
22163,TSE,PLX
22164,TSE,PPK
22165,TSE,SCO
22166,TSE,UKK
22167,UKK,ALA
22168,UKK,KGF
22169,UKK,PLX
22170,UKK,SZI
22171,UKK,TSE
22172,URA,SCO
22173,AAL,BLL
22174,AAL,SVG
22175,BLL,AAL
22176,BLL,EBJ
22177,BLL,SVG
22178,CPH,RNN
22179,EBJ,BLL
22180,MOL,SRP
22181,OSL,SRP
22182,RNN,CPH
22183,SRP,MOL
22184,SRP,OSL
22185,SRP,SVG
22186,SVG,AAL
22187,SVG,BLL
22188,SVG,SRP
22189,AAL,AGP
22190,AAL,ALC
22191,AAL,CPH
22192,AAL,LGW
22193,AAL,PMI
22195,AES,ALC
22196,AES,LGW
22197,AES,OSL
22198,AGP,AAL
22199,AGP,ARN
22200,AGP,BGO
22202,AGP,CPH
22203,AGP,GOT
22208,AGP,OSL
22209,AGP,RYG
22210,AGP,SVG
22211,AGP,TRD
22212,AGP,TRF
22213,AGP,WAW
22214,AJA,ARN
22215,AJA,OSL
22216,ALC,AAL
22217,ALC,AES
22218,ALC,ARN
22219,ALC,BGO
22220,ALC,BLL
22221,ALC,CGN
22222,ALC,CPH
22223,ALC,EVE
22224,ALC,GOT
22226,ALC,HEL
22227,ALC,KSD
22229,ALC,MOL
22231,ALC,OSL
22232,ALC,OUL
22233,ALC,RYG
22234,ALC,SVG
22235,ALC,TKU
22236,ALC,TOS
22237,ALC,TRD
22238,ALC,TRF
22239,ALC,UME
22240,ALF,OSL
22241,ALF,TOS
22244,AMS,OSL
22245,ARN,AGP
22246,ARN,AJA
22247,ARN,ALC
22249,ARN,ATH
22250,ARN,BCN
22251,ARN,BEG
22252,ARN,BGO
22253,ARN,BKK
22254,ARN,BUD
22255,ARN,CHQ
22256,ARN,CPH
22257,ARN,CTA
22258,ARN,DBV
22259,ARN,EDI
22260,ARN,FAO
22261,ARN,FCO
22262,ARN,FLL
22265,ARN,JFK
22266,ARN,KRK
22267,ARN,KRN
22268,ARN,LAX
22269,ARN,LCA
22270,ARN,LGW
22271,ARN,LLA
22272,ARN,LPA
22273,ARN,MAN
22274,ARN,MMX
22275,ARN,MUC
22276,ARN,NCE
22277,ARN,OAK
22278,ARN,OLB
22279,ARN,ORY
22280,ARN,OSL
22281,ARN,PMI
22282,ARN,PMO
22283,ARN,PRG
22284,ARN,PSA
22286,ARN,SJJ
22287,ARN,SPU
22288,ARN,SXF
22289,ARN,TLV
22290,ARN,UME
22292,ARN,VCE
22293,ARN,VNO
22294,ATH,ARN
22295,ATH,CPH
22296,ATH,HEL
22298,AYT,BGO
22299,AYT,OSL
22300,AYT,TRD
22301,AYT,TRF
22302,BCN,ARN
22303,BCN,BGO
22304,BCN,CPH
22305,BCN,GOT
22309,BCN,OSL
22310,BCN,SXF
22311,BCN,TRF
22312,BCN,WAW
22313,BDU,OSL
22314,BEG,ARN
22315,BEG,OSL
22316,BGO,AGP
22317,BGO,ALC
22318,BGO,ARN
22319,BGO,AYT
22320,BGO,BCN
22321,BGO,CHQ
22322,BGO,CPH
22323,BGO,DBV
22324,BGO,EDI
22325,BGO,FCO
22326,BGO,JFK
22327,BGO,KEF
22328,BGO,KRK
22329,BGO,LGW
22330,BGO,LPA
22331,BGO,NCE
22332,BGO,ORY
22333,BGO,OSL
22334,BGO,PMI
22335,BGO,PRG
22336,BGO,SVG
22337,BGO,SXF
22338,BGO,TRD
22339,BGO,TRF
22340,BIO,OSL
22341,BKK,ARN
22342,BKK,OSL
22343,BLL,ALC
22345,BOJ,CPH
22346,BOJ,HEL
22347,BOJ,OSL
22348,BOO,OSL
22349,BTS,OSL
22350,BUD,ARN
22351,BUD,CPH
22353,BUD,LGW
22354,BUD,OSL
22356,CGN,ALC
22358,CGN,OSL
22360,CHQ,ARN
22361,CHQ,BGO
22362,CHQ,CPH
22363,CHQ,HEL
22364,CHQ,OSL
22365,CPH,AAL
22366,CPH,AGP
22367,CPH,ALC
22369,CPH,ARN
22370,CPH,ATH
22371,CPH,BCN
22372,CPH,BGO
22373,CPH,BOJ
22374,CPH,BUD
22375,CPH,CHQ
22376,CPH,CTA
22377,CPH,DUB
22378,CPH,EDI
22379,CPH,FAO
22381,CPH,FLL
22383,CPH,JFK
22384,CPH,KRK
22385,CPH,KRP
22386,CPH,LAX
22387,CPH,LGW
22388,CPH,LIS
22389,CPH,LPA
22390,CPH,MAD
22391,CPH,MLA
22392,CPH,NCE
22393,CPH,ORY
22396,CPH,PRG
22397,CPH,PSA
22398,CPH,RAK
22400,CPH,SPU
22401,CPH,SXF
22402,CPH,TLV
22403,CPH,TRD
22405,CPH,ZAG
22406,CTA,ARN
22407,CTA,CPH
22409,DBV,ARN
22410,DBV,BGO
22413,DBV,OSL
22414,DBV,TRD
22415,DBV,TRF
22416,DUB,CPH
22417,DUB,HEL
22418,DUB,OSL
22419,EDI,ARN
22420,EDI,BGO
22421,EDI,CPH
22422,EDI,OSL
22423,EVE,ALC
22424,EVE,OSL
22425,EVE,TRD
22426,FAO,ARN
22427,FAO,CPH
22429,FAO,OSL
22430,FCO,ARN
22431,FCO,BGO
22433,FCO,GOT
22436,FCO,OSL
22437,FLL,ARN
22438,FLL,CPH
22439,FLL,OSL
22440,FUE,LGW
22441,GDN,OSL
22442,GOT,AGP
22443,GOT,ALC
22445,GOT,BCN
22446,GOT,FCO
22447,GOT,LGW
22448,GOT,NCE
22449,GVA,OSL
22456,HAU,OSL
22458,HEL,ALC
22460,HEL,ATH
22462,HEL,BOJ
22464,HEL,CHQ
22467,HEL,DUB
22469,HEL,LGW
22471,HEL,ORY
22474,HEL,PMI
22477,HEL,SPU
22478,IBZ,LGW
22479,JFK,ARN
22480,JFK,BGO
22481,JFK,CPH
22482,JFK,OSL
22483,JTR,LGW
22484,KBP,OSL
22485,KEF,BGO
22486,KEF,OSL
22487,KKN,OSL
22488,KRK,ARN
22489,KRK,BGO
22490,KRK,CPH
22491,KRK,OSL
22492,KRK,SVG
22493,KRK,TRD
22494,KRN,ARN
22495,KRP,CPH
22496,KRS,OSL
22497,KSD,ALC
22498,LAX,ARN
22499,LAX,CPH
22500,LCA,ARN
22502,LCA,OSL
22503,LED,OSL
22504,LGW,AAL
22506,LGW,AES
22509,LGW,ARN
22511,LGW,BGO
22512,LGW,BUD
22513,LGW,CPH
22518,LGW,FUE
22519,LGW,GOT
22520,LGW,HEL
22521,LGW,IBZ
22522,LGW,JTR
22524,LGW,LPA
22526,LGW,OSL
22527,LGW,PMI
22528,LGW,SPU
22529,LGW,SVG
22531,LGW,TOS
22532,LGW,TRD
22533,LGW,TRF
22534,LIS,CPH
22535,LIS,OSL
22536,LLA,ARN
22537,LPA,ARN
22538,LPA,BGO
22540,LPA,CPH
22542,LPA,LGW
22544,LPA,OSL
22546,LPA,TRF
22547,LYR,OSL
22548,MAD,CPH
22549,MAN,ARN
22550,MAN,OSL
22551,MAN,SVG
22552,MJV,OSL
22553,MLA,CPH
22554,MLA,OSL
22555,MMX,ARN
22556,MOL,ALC
22557,MOL,OSL
22560,MUC,ARN
22562,MUC,OSL
22564,MXP,OSL
22565,NCE,ARN
22566,NCE,BGO
22567,NCE,CPH
22568,NCE,GOT
22571,NCE,OSL
22572,NCE,TRD
22573,NCE,TRF
22574,OAK,ARN
22575,OLB,ARN
22576,ORY,ARN
22577,ORY,BGO
22578,ORY,CPH
22579,ORY,HEL
22580,ORY,OSL
22581,OSL,AES
22582,OSL,AGP
22583,OSL,AJA
22584,OSL,ALC
22585,OSL,ALF
22586,OSL,AMS
22587,OSL,ARN
22589,OSL,AYT
22590,OSL,BCN
22591,OSL,BDU
22592,OSL,BEG
22593,OSL,BGO
22594,OSL,BIO
22595,OSL,BKK
22597,OSL,BOJ
22598,OSL,BOO
22599,OSL,BTS
22600,OSL,BUD
22601,OSL,CGN
22602,OSL,CHQ
22603,OSL,CPH
22604,OSL,DBV
22605,OSL,DUB
22606,OSL,EDI
22607,OSL,EVE
22608,OSL,FAO
22609,OSL,FCO
22610,OSL,FLL
22611,OSL,GDN
22612,OSL,GVA
22614,OSL,HAU
22616,OSL,JFK
22617,OSL,KBP
22618,OSL,KEF
22619,OSL,KKN
22620,OSL,KRK
22621,OSL,KRS
22622,OSL,LCA
22623,OSL,LED
22624,OSL,LGW
22625,OSL,LIS
22626,OSL,LPA
22627,OSL,LYR
22628,OSL,MAN
22629,OSL,MJV
22630,OSL,MLA
22631,OSL,MOL
22632,OSL,MUC
22633,OSL,MXP
22634,OSL,NCE
22635,OSL,ORY
22636,OSL,PLQ
22637,OSL,PMI
22638,OSL,PRG
22639,OSL,PSA
22640,OSL,PUY
22641,OSL,RAK
22643,OSL,SPU
22644,OSL,SVG
22645,OSL,SXF
22646,OSL,SZZ
22647,OSL,TFS
22648,OSL,TLL
22649,OSL,TOS
22650,OSL,TRD
22651,OSL,VCE
22652,OSL,VIE
22653,OSL,VNO
22654,OSL,WAW
22655,OUL,ALC
22657,PLQ,OSL
22658,PMI,AAL
22659,PMI,ARN
22660,PMI,BGO
22662,PMI,HEL
22663,PMI,LGW
22664,PMI,OSL
22665,PMI,TRF
22666,PMO,ARN
22667,PRG,ARN
22668,PRG,BGO
22669,PRG,CPH
22671,PRG,OSL
22672,PSA,ARN
22673,PSA,CPH
22674,PSA,OSL
22675,PUY,OSL
22676,RAK,CPH
22677,RAK,OSL
22681,RIX,TRD
22683,RYG,AGP
22684,RYG,ALC
22685,SJJ,ARN
22686,SPU,ARN
22687,SPU,CPH
22688,SPU,HEL
22689,SPU,LGW
22690,SPU,OSL
22691,SVG,AGP
22692,SVG,ALC
22693,SVG,BGO
22694,SVG,KRK
22695,SVG,LGW
22696,SVG,MAN
22697,SVG,OSL
22698,SVG,SXF
22699,SVG,WAW
22700,SXF,ARN
22701,SXF,BCN
22702,SXF,BGO
22703,SXF,CPH
22705,SXF,OSL
22706,SXF,SVG
22708,SXF,TRD
22709,SZZ,OSL
22714,TFS,OSL
22716,TKU,ALC
22717,TLL,OSL
22718,TLV,ARN
22719,TLV,CPH
22720,TOS,ALC
22721,TOS,ALF
22722,TOS,LGW
22723,TOS,OSL
22724,TOS,TRD
22725,TRD,AGP
22726,TRD,ALC
22727,TRD,AYT
22728,TRD,BGO
22730,TRD,DBV
22731,TRD,EVE
22732,TRD,KRK
22733,TRD,LGW
