,Source airport,Destination airport,Stops
42680,LPM,NUS,0
42681,LPM,VLI,0
42682,MTV,SLH,0
42683,MTV,TOH,0
42684,MTV,ZGU,0
42685,MWF,SON,0
42686,NOU,VLI,0
42687,NUS,CCV,0
42688,NUS,LPM,0
42689,NUS,SON,0
42690,NUS,SWJ,0
42691,NUS,VLI,0
42692,PBJ,ULB,0
42693,PBJ,VLI,0
42694,SLH,MTV,0
42695,SLH,SON,0
42696,SLH,TOH,0
42697,SON,BNE,0
42698,SON,LNE,0
42699,SON,LOD,0
42700,SON,MWF,0
42701,SON,NUS,0
42702,SON,SLH,0
42703,SON,SSR,0
42704,SON,VLI,0
42705,SON,WLH,0
42706,SON,ZGU,0
42707,SSR,SON,0
42708,SWJ,NUS,0
42709,SWJ,VLI,0
42710,SYD,VLI,0
42711,TAH,AUY,0
42712,TAH,AWD,0
42713,TAH,FTA,0
42714,TAH,IPA,0
42715,TAH,VLI,0
42716,TGH,VLI,0
42717,TOH,MTV,0
42718,TOH,SLH,0
42719,TOH,ZGU,0
42720,ULB,CCV,0
42721,ULB,PBJ,0
42722,ULB,VLI,0
42723,VLI,AKL,0
42724,VLI,BNE,0
42725,VLI,CCV,0
42726,VLI,DLY,0
42727,VLI,EAE,0
42729,VLI,IPA,0
42730,VLI,LNB,0
42731,VLI,LNE,0
42732,VLI,LPM,0
42733,VLI,NOU,0
42734,VLI,NUS,0
42735,VLI,PBJ,0
42736,VLI,SON,0
42737,VLI,SWJ,0
42738,VLI,SYD,0
42739,VLI,TAH,0
42740,VLI,TGH,0
42741,VLI,VLS,0
42742,VLS,VLI,0
42743,WLH,SON,0
42744,ZGU,MTV,0
42745,ZGU,SON,0
42746,ZGU,TOH,0
42748,AKJ,NGO,0
42750,AKL,NRT,0
42758,AXT,NGO,0
42765,BKK,NGO,0
42776,CJU,FUK,0
42782,CTS,GUM,0
42784,CTS,HKD,0
42790,CTS,KUH,0
42794,CTS,OKA,0
42798,CTS,SHB,0
42802,CTS,WKJ,0
42807,DEN,NRT,0
42820,EWR,NRT,0
42824,FOC,KIX,0
42830,FSZ,ICN,0
42831,FSZ,OKA,0
42832,FUJ,FUK,0
42833,FUJ,NGS,0
42834,FUK,CJU,0
42837,FUK,FUJ,0
42838,FUK,GUM,0
42841,FUK,ISG,0
42851,FUK,SIN,0
42853,FUK,TSJ,0
42856,GUM,CTS,0
42857,GUM,FUK,0
42861,GUM,OKJ,0
42862,GUM,SDJ,0
42863,HAC,HND,0
42864,HAN,HND,0
42870,HIJ,ICN,0
42872,HIJ,OKA,0
42874,HKD,CTS,0
42876,HKD,KIX,0
42877,HKD,NGO,0
42893,HND,HAC,0
42894,HND,HAN,0
42899,HND,HSG,0
42901,HND,ISG,0
42903,HND,IWJ,0
42904,HND,IWK,0
42915,HND,MBE,0
42917,HND,MNL,0
42921,HND,NTQ,0
42923,HND,OIM,0
42927,HND,ONJ,0
42930,HND,SHB,0
42932,HND,SYO,0
42935,HND,TOY,0
42937,HND,TTJ,0
42940,HND,WKJ,0
42945,HSG,HND,0
42947,IAD,NRT,0
42948,IAH,NRT,0
42949,ICN,FSZ,0
42951,ICN,HIJ,0
42954,ICN,KMI,0
42955,ICN,KMJ,0
42956,ICN,MYJ,0
42960,ICN,SDJ,0
42961,ICN,TAK,0
42962,ICN,TOY,0
42963,ICN,YGJ,0
42964,IKI,NGS,0
42965,ISG,FUK,0
42966,ISG,HND,0
42968,ISG,MMY,0
42969,ISG,NGO,0
42971,IST,KIX,0
42972,IST,NRT,0
42978,ITM,KCZ,0
42989,IWJ,HND,0
42990,IWK,HND,0
42993,KCZ,ITM,0
42998,KIJ,NGO,0
42999,KIJ,NRT,0
43000,KIJ,OKA,0
43007,KIX,FOC,0
43013,KIX,HKD,0
43018,KIX,IST,0
43019,KIX,MFM,0
43024,KIX,SFO,0
43025,KIX,SIN,0
43029,KIX,WUX,0
43033,KMI,ICN,0
43035,KMI,NGO,0
43036,KMI,OKA,0
43038,KMJ,ICN,0
43040,KMJ,NGO,0
43041,KMJ,OKA,0
43051,KOJ,OKA,0
43052,KUH,CTS,0
43061,MBE,HND,0
43062,MFM,KIX,0
43063,MFM,NRT,0
43066,MMB,NGO,0
43067,MMY,ISG,0
43069,MNL,HND,0
43074,MYJ,ICN,0
43076,MYJ,NGO,0
43077,MYJ,OKA,0
43078,NGO,AKJ,0
43079,NGO,AXT,0
43085,NGO,HKD,0
43088,NGO,ISG,0
43089,NGO,KIJ,0
43090,NGO,KMI,0
43091,NGO,KMJ,0
43093,NGO,MMB,0
43094,NGO,MYJ,0
43095,NGO,NGS,0
43102,NGO,SIN,0
43103,NGS,FUJ,0
43105,NGS,IKI,0
43107,NGS,NGO,0
43108,NGS,OKA,0
43109,NGS,TSJ,0
43110,NRT,AKL,0
43120,NRT,DEN,0
43125,NRT,EWR,0
43132,NRT,IAD,0
43133,NRT,IAH,0
43135,NRT,IST,0
43139,NRT,KIJ,0
43144,NRT,MFM,0
43151,NRT,RGN,0
43152,NRT,SDJ,0
43154,NRT,SFO,0
43158,NRT,SJC,0
43161,NRT,VIE,0
43167,NTQ,HND,0
43169,OIM,HND,0
43173,OKA,CTS,0
43174,OKA,FSZ,0
43176,OKA,HIJ,0
43181,OKA,KIJ,0
43183,OKA,KMI,0
43184,OKA,KMJ,0
43185,OKA,KOJ,0
43187,OKA,MYJ,0
43189,OKA,NGS,0
43192,OKA,SDJ,0
43193,OKA,TAK,0
43196,OKJ,GUM,0
43199,ONJ,HND,0
43212,PUS,OKA,0
43221,RGN,NRT,0
43224,SDJ,GUM,0
43226,SDJ,ICN,0
43230,SDJ,NRT,0
43231,SDJ,OKA,0
43235,SFO,KIX,0
43236,SFO,NRT,0
43239,SHB,CTS,0
43240,SHB,HND,0
43242,SIN,FUK,0
43244,SIN,KIX,0
43245,SIN,NGO,0
43247,SJC,NRT,0
43248,SYO,HND,0
43253,TAK,ICN,0
43254,TAK,OKA,0
43260,TOY,HND,0
43261,TOY,ICN,0
43272,TSJ,FUK,0
43273,TSJ,NGS,0
43275,TTJ,HND,0
43280,VIE,NRT,0
43282,WKJ,CTS,0
43283,WKJ,HND,0
43284,WUX,KIX,0
43287,YGJ,ICN,0
43294,CCM,FLN,0
43295,CFC,CWB,0
43296,CFC,JCB,0
43297,CWB,CFC,0
43298,CWB,FLN,0
43299,CWB,GPB,0
43300,CWB,XAP,0
43301,ERM,JCB,0
43302,ERM,PFB,0
43303,FLN,CCM,0
43304,FLN,CWB,0
43305,FLN,JCB,0
43306,GEL,POA,0
43307,GEL,RIA,0
43308,GPB,CWB,0
43309,JCB,CFC,0
43310,JCB,ERM,0
43311,JCB,FLN,0
43313,PET,RIG,0
43314,PFB,ERM,0
43316,POA,ERM,0
43319,POA,SRA,0
43320,RIA,GEL,0
43322,RIA,URG,0
43324,RIG,POA,0
43325,SRA,GEL,0
43326,URG,RIA,0
43327,XAP,CWB,0
43328,ACY,BOS,0
43329,ACY,DTW,0
43330,ACY,FLL,0
43331,ACY,MCO,0
43332,ACY,MYR,0
43333,ACY,ORD,0
43334,ACY,RSW,0
43335,ACY,TPA,0
43338,AUA,FLL,0
43339,AXM,FLL,0
43341,BOS,ACY,0
43346,BQN,FLL,0
43351,BWI,MYR,0
43352,CRW,MYR,0
43353,CTG,FLL,0
43378,DFW,MYR,0
43379,DFW,OAK,0
43387,DTW,ACY,0
43400,FLL,ACY,0
43402,FLL,AUA,0
43403,FLL,AXM,0
43406,FLL,BQN,0
43408,FLL,CTG,0
43413,FLL,GUA,0
43414,FLL,IAG,0
43416,FLL,LAS,0
43418,FLL,LBE,0
43424,FLL,MGA,0
43425,FLL,MYR,0
43429,FLL,PTY,0
43431,FLL,SAL,0
43432,FLL,SAP,0
43436,FLL,STI,0
43437,FLL,STT,0
43438,FLL,SXM,0
43439,FLL,TLC,0
43441,FLL,ZSA,0
43442,GUA,FLL,0
43443,IAG,FLL,0
43444,IAG,MYR,0
43447,IAH,LAS,0
43449,IAH,MCO,0
43457,LAS,FLL,0
43458,LAS,IAH,0
43473,LBE,FLL,0
43474,LBE,MCO,0
43475,LBE,MYR,0
43483,MCO,ACY,0
43487,MCO,IAH,0
43488,MCO,LBE,0
43492,MGA,FLL,0
43501,MYR,ACY,0
43503,MYR,BWI,0
43504,MYR,CRW,0
43505,MYR,DFW,0
43507,MYR,FLL,0
43508,MYR,IAG,0
43509,MYR,LBE,0
43511,MYR,ORD,0
43512,MYR,PBG,0
43514,OAK,DFW,0
43516,OAK,ORD,0
43517,ORD,ACY,0
43528,ORD,MYR,0
43529,ORD,OAK,0
43534,PBG,MYR,0
43543,PTY,FLL,0
43545,RSW,ACY,0
43548,SAL,FLL,0
43553,SAP,FLL,0
43560,STI,FLL,0
43561,STT,FLL,0
43562,SXM,FLL,0
43563,TLC,FLL,0
43564,TPA,ACY,0
43569,ZSA,FLL,0
43570,AAN,PEW,0
43574,DMM,ISB,0
43575,DMM,LHE,0
43583,ISB,JED,0
43585,ISB,RUH,0
43586,ISB,SKZ,0
43588,JED,ISB,0
43589,JED,LHE,0
43590,JED,PEW,0
43599,LHE,DMM,0
43601,LHE,JED,0
43604,LHE,MCT,0
43605,LHE,MHD,0
43606,LHE,RUH,0
43608,MCT,LHE,0
43609,MCT,PEW,0
43610,MCT,SKT,0
43611,MED,MUX,0
43612,MHD,LHE,0
43615,MUX,MED,0
43616,PEW,AAN,0
43619,PEW,JED,0
43621,PEW,MCT,0
43622,PEW,RUH,0
43624,RUH,ISB,0
43625,RUH,LHE,0
43626,RUH,PEW,0
43630,SKZ,ISB,0
43640,HBE,ELQ,0
43643,HBE,YNB,0
43661,HAK,WNZ,0
43668,MIG,XIY,0
43669,NGB,SJW,0
43670,NGB,ZUH,0
43679,SHP,TAO,0
43685,SJW,NGB,0
43690,SJW,WNZ,0
43695,TAO,SHP,0
43700,WNZ,HAK,0
43701,WNZ,SJW,0
43706,XIY,MIG,0
43711,ZUH,NGB,0
43712,ACE,LPA,0
43713,ACE,TFN,0
43714,AGA,LPA,0
43715,BJL,LPA,0
43718,DKR,TFN,0
43719,EUN,LPA,0
43720,FNC,LPA,0
43721,FNC,PDL,0
43722,FUE,LPA,0
43723,FUE,TFN,0
43724,GMZ,TFN,0
43725,LIS,LPA,0
43727,LPA,AGA,0
43728,LPA,BJL,0
43731,LPA,EUN,0
43732,LPA,FNC,0
43733,LPA,FUE,0
43734,LPA,LIS,0
43735,LPA,RAI,0
43736,LPA,RAK,0
43737,LPA,SPC,0
43739,LPA,TFS,0
43740,LPA,VDE,0
43741,PDL,FNC,0
43742,RAI,LPA,0
43743,RAK,LPA,0
43744,SPC,LPA,0
43745,SPC,TFN,0
43746,TFN,ACE,0
43747,TFN,DKR,0
43748,TFN,FUE,0
43749,TFN,GMZ,0
43750,TFN,LPA,0
43751,TFN,SPC,0
43752,TFN,VDE,0
43754,TFS,VDE,0
43755,VDE,LPA,0
43756,VDE,TFN,0
43757,VDE,TFS,0
43760,HND,MMY,0
43766,KMQ,OKA,0
43767,MMY,HND,0
43773,OKA,KMQ,0
43776,OKA,OKJ,0
43777,OKA,UEO,0
43778,OKJ,OKA,0
43779,UEO,OKA,0
43780,BKK,MFM,0
43784,DAD,MFM,0
43785,FUK,MFM,0
43786,HAN,MFM,0
43792,MFM,BKK,0
43796,MFM,DAD,0
43797,MFM,FUK,0
43798,MFM,HAN,0
43805,MFM,MWX,0
43810,MFM,OKJ,0
43821,MWX,MFM,0
43826,OKJ,MFM,0
43836,AEY,RKV,0
43837,EGS,RKV,0
43838,GOH,RKV,0
43839,IFJ,RKV,0
43840,KUS,RKV,0
43841,RKV,AEY,0
43842,RKV,EGS,0
43843,RKV,GOH,0
43844,RKV,IFJ,0
43845,RKV,KUS,0
43849,AKL,APW,0
43850,AKL,BHE,0
43853,AKL,CNS,0
43855,AKL,GIS,0
43857,AKL,HLZ,0
43858,AKL,KAT,0
43859,AKL,KKE,0
43860,AKL,LAX,0
43863,AKL,NOU,0
43864,AKL,NPE,0
43865,AKL,NPL,0
43867,AKL,NSN,0
43869,AKL,PER,0
43870,AKL,PMR,0
43871,AKL,PPQ,0
43874,AKL,RAR,0
43875,AKL,ROT,0
43876,AKL,SFO,0
43878,AKL,TBU,0
43879,AKL,TRG,0
43880,AKL,TUO,0
43882,AKL,WAG,0
43883,AKL,WHK,0
43885,AKL,WRE,0
43887,ALH,PER,0
43888,APW,AKL,0
43891,BHE,AKL,0
43892,BHE,CHC,0
43893,BHE,WLG,0
43895,BNE,CHC,0
43896,BNE,CNJ,0
43897,BNE,DUD,0
43898,BNE,NLK,0
43900,BNE,WLG,0
43901,BNE,ZQN,0
43902,BQB,PER,0
43904,CHC,BHE,0
43905,CHC,BNE,0
43906,CHC,DUD,0
43907,CHC,HKK,0
43908,CHC,HLZ,0
43909,CHC,IVC,0
43911,CHC,NPE,0
43912,CHC,NPL,0
43913,CHC,NSN,0
43915,CHC,PMR,0
43916,CHC,PPQ,0
43917,CHC,ROT,0
43919,CHC,TRG,0
43921,CHC,ZQN,0
43922,CNJ,BNE,0
43923,CNS,AKL,0
43924,DCN,PER,0
43926,DUD,CHC,0
43927,DUD,WLG,0
43928,EPR,PER,0
43932,GET,PER,0
43933,GIS,AKL,0
43934,GIS,WLG,0
43936,HKK,CHC,0
43937,HLZ,AKL,0
43938,HLZ,CHC,0
43939,HLZ,PMR,0
43940,HLZ,WLG,0
43942,IUE,AKL,0
43943,IVC,CHC,0
43944,IVC,WLG,0
43945,KAT,AKL,0
43946,KGI,PER,0
43947,KKE,AKL,0
43948,KNX,PER,0
43949,LAX,AKL,0
43957,LAX,RAR,0
43959,LEA,PER,0
43971,NLK,AKL,0
43972,NLK,BNE,0
43973,NLK,SYD,0
43974,NOU,AKL,0
43975,NPE,AKL,0
43976,NPE,CHC,0
43977,NPE,WLG,0
43978,NPL,AKL,0
43979,NPL,CHC,0
43980,NPL,WLG,0
43982,NSN,AKL,0
43983,NSN,CHC,0
43984,NSN,PMR,0
43985,NSN,WLG,0
43988,PBO,PER,0
43990,PER,AKL,0
43991,PER,ALH,0
43992,PER,BQB,0
43993,PER,DCN,0
43994,PER,EPR,0
43995,PER,GET,0
43996,PER,KGI,0
43997,PER,KNX,0
43998,PER,LEA,0
43999,PER,PBO,0
44000,PER,RVT,0
44001,PMR,AKL,0
44002,PMR,CHC,0
44003,PMR,HLZ,0
44004,PMR,NSN,0
44005,PMR,WLG,0
44006,PPQ,AKL,0
44007,PPQ,CHC,0
44010,PQQ,SYD,0
44016,RAR,AKL,0
44017,RAR,LAX,0
44018,RAR,SYD,0
44019,ROT,AKL,0
44020,ROT,CHC,0
44021,ROT,WLG,0
44022,RVT,PER,0
44023,SFO,AKL,0
44029,SFO,SYD,0
44035,SYD,NLK,0
44036,SYD,PQQ,0
44038,SYD,RAR,0
44039,SYD,SFO,0
44041,TBU,AKL,0
44042,TIU,WLG,0
44043,TRG,AKL,0
44044,TRG,CHC,0
44045,TRG,WLG,0
44046,TUO,AKL,0
44047,TUO,WLG,0
44049,WAG,AKL,0
44050,WHK,AKL,0
44052,WLG,BHE,0
44053,WLG,BNE,0
44055,WLG,DUD,0
44056,WLG,GIS,0
44057,WLG,HLZ,0
44058,WLG,IVC,0
44060,WLG,NPE,0
44061,WLG,NPL,0
44062,WLG,NSN,0
44063,WLG,PMR,0
44064,WLG,ROT,0
44066,WLG,TIU,0
44067,WLG,TRG,0
44068,WLG,TUO,0
44069,WLG,WRE,0
44070,WLG,WSZ,0
44071,WLG,ZQN,0
44072,WRE,AKL,0
44073,WRE,WLG,0
44074,WSZ,WLG,0
44077,ZQN,CHC,0
44078,ZQN,WLG,0
44080,ACC,NYI,0
44081,ACC,TKD,0
44084,NYI,ACC,0
44085,TKD,ACC,0
44087,AJU,BSB,0
44089,BSB,AJU,0
44099,BSB,IOS,0
44100,BSB,JDO,0
44104,BSB,PNZ,0
44118,CGR,CWB,0
44121,CWB,CGR,0
44131,FOR,JDO,0
44145,GRU,JDO,0
44148,GRU,PFB,0
44152,IOS,BSB,0
44154,JDO,BSB,0
44155,JDO,FOR,0
44156,JDO,GRU,0
44164,PFB,GRU,0
44165,PNZ,BSB,0
44167,PNZ,SSA,0
44179,SDU,SSA,0
44187,SSA,PNZ,0
44189,SSA,SDU,0
44301,CBB,CIJ,0
44302,CBB,LPB,0
44303,CBB,SRE,0
44304,CBB,TJA,0
44305,CBB,VVI,0
44306,CIJ,CBB,0
44308,GRU,CBB,0
44310,LPB,CBB,0
44311,LPB,CIJ,0
44312,LPB,SRE,0
44313,LPB,TJA,0
44315,MAD,VVI,0
44316,SRE,CBB,0
44317,SRE,LPB,0
44318,SRE,VVI,0
44319,TJA,CBB,0
44320,TJA,LPB,0
44321,TJA,VVI,0
44322,VVI,CBB,0
44326,VVI,MAD,0
44327,VVI,SRE,0
44328,VVI,TJA,0
44337,AMD,KUL,0
44342,CGP,KUL,0
44352,KUL,AMD,0
44356,KUL,CGP,0
44383,GEO,KIN,0
44386,KIN,GEO,0
44391,AGP,PRG,0
44392,ALA,PRG,0
44397,BRU,PRG,0
44398,BTS,KSC,0
44400,BUD,PRG,0
44402,CEK,PRG,0
44403,CLJ,PRG,0
44406,EVN,PRG,0
44409,GOJ,PRG,0
44413,HER,PRG,0
44415,KBP,PRG,0
44416,KLV,LED,0
44417,KLV,SVO,0
44419,KSC,PRG,0
44420,KUF,PRG,0
44421,LED,KLV,0
44422,LED,PRG,0
44429,MXP,PRG,0
44430,NCE,PRG,0
44431,OSR,PRG,0
44432,OTP,PRG,0
44433,PEE,PRG,0
44435,PMI,PRG,0
44436,PRG,AGP,0
44437,PRG,ALA,0
44441,PRG,BRU,0
44442,PRG,BTS,0
44443,PRG,BUD,0
44445,PRG,CEK,0
44446,PRG,CLJ,0
44449,PRG,EVN,0
44452,PRG,GOJ,0
44456,PRG,HER,0
44458,PRG,KBP,0
44459,PRG,KSC,0
44460,PRG,KUF,0
44461,PRG,LED,0
44465,PRG,MXP,0
44466,PRG,NCE,0
44467,PRG,OSR,0
44468,PRG,OTP,0
44469,PRG,PEE,0
44470,PRG,PMI,0
44471,PRG,RHO,0
44473,PRG,ROV,0
44475,PRG,SVO,0
44476,PRG,SVX,0
44477,PRG,SXB,0
44478,PRG,TAS,0
44480,PRG,TXL,0
44481,PRG,UFA,0
44482,PRG,VLC,0
44485,RHO,PRG,0
44487,ROV,PRG,0
44489,SPU,PRG,0
44490,SVO,KLV,0
44491,SVO,PRG,0
44492,SVX,PRG,0
44493,SXB,PRG,0
44497,TXL,PRG,0
44498,UFA,PRG,0
44499,VLC,PRG,0
44504,NRT,ULN,0
44506,SVO,TXL,0
44507,SVO,ULN,0
44508,TXL,SVO,0
44511,ULN,NRT,0
44513,ULN,SVO,0
44514,BNE,INU,0
44515,INU,BNE,0
44516,INU,MAJ,0
44517,INU,TRW,0
44518,MAJ,INU,0
44519,MAJ,TRW,0
44520,TRW,INU,0
44521,TRW,MAJ,0
44523,AMS,BON,0
44525,AMS,HOG,0
44526,AMS,POP,0
44527,AMS,PUJ,0
44528,AMS,SFB,0
44529,AMS,VRA,0
44530,AUA,AMS,0
44534,CUN,AMS,0
44538,HOG,CUN,0
44539,MBJ,AMS,0
44540,MIA,AMS,0
44541,POP,PUJ,0
44542,PUJ,AMS,0
44543,PUJ,MBJ,0
44544,SFB,MIA,0
44545,VRA,CUN,0
44554,BLQ,VIE,0
44555,BRU,VIE,0
44557,BUD,VIE,0
44564,CLJ,VIE,0
44567,DBV,VIE,0
44569,DLM,VIE,0
44571,DNK,VIE,0
44576,EBL,VIE,0
44577,EVN,VIE,0
44590,GRZ,VIE,0
44598,HRK,VIE,0
44599,IAD,VIE,0
44600,IAS,VIE,0
44603,INN,VIE,0
44604,IST,VIE,0
44605,JFK,VIE,0
44607,KBP,VIE,0
44608,KIV,VIE,0
44612,KLU,VIE,0
44614,KRR,VIE,0
44615,KSC,VIE,0
44617,LED,VIE,0
44620,LIS,VIE,0
44624,LNZ,VIE,0
44627,LWO,VIE,0
44634,NAP,VIE,0
44637,ODS,VIE,0
44639,ORD,VIE,0
44641,OTP,VIE,0
44644,PMO,VIE,0
44645,PRG,VIE,0
44646,PRN,VIE,0
44649,ROV,VIE,0
44650,SBZ,VIE,0
44651,SJJ,VIE,0
44653,SKP,VIE,0
44655,SPU,VIE,0
44658,SUF,VIE,0
44664,TGD,VIE,0
44665,TIA,VIE,0
44670,VAR,VIE,0
44671,VCE,VIE,0
44680,VIE,BLQ,0
44681,VIE,BRU,0
44683,VIE,BUD,0
44688,VIE,CLJ,0
44691,VIE,DBV,0
44693,VIE,DLM,0
44695,VIE,DNK,0
44698,VIE,EBL,0
44699,VIE,EVN,0
44704,VIE,GRZ,0
44711,VIE,HRK,0
44712,VIE,IAD,0
44713,VIE,IAS,0
44715,VIE,INN,0
44716,VIE,IST,0
44717,VIE,JFK,0
44719,VIE,KBP,0
44720,VIE,KIV,0
44721,VIE,KLU,0
44723,VIE,KRR,0
44724,VIE,KSC,0
44726,VIE,LED,0
44729,VIE,LIS,0
44731,VIE,LNZ,0
44734,VIE,LWO,0
44740,VIE,NAP,0
44743,VIE,ODS,0
44745,VIE,ORD,0
44747,VIE,OTP,0
44750,VIE,PMO,0
44751,VIE,PRG,0
44752,VIE,PRN,0
44755,VIE,ROV,0
44756,VIE,SBZ,0
44757,VIE,SJJ,0
44759,VIE,SKP,0
44761,VIE,SPU,0
44763,VIE,SUF,0
44767,VIE,TGD,0
44768,VIE,TIA,0
44772,VIE,VAR,0
44773,VIE,VCE,0
44774,VIE,VKO,0
44775,VIE,VNO,0
44778,VIE,ZAG,0
44780,VKO,VIE,0
44781,VNO,VIE,0
44784,ZAG,VIE,0
44786,AMS,DBV,0
44787,AMS,ZAG,0
44788,ATH,DBV,0
44789,ATH,SPU,0
44791,BEG,SPU,0
44793,BLQ,ZAG,0
44794,BRU,ZAG,0
44795,BWK,ZAG,0
44796,CDG,DBV,0
44797,CDG,SPU,0
44800,DBV,AMS,0
44801,DBV,ATH,0
44802,DBV,CDG,0
44804,DBV,FCO,0
44807,DBV,OSI,0
44808,DBV,RJK,0
44810,DBV,VCE,0
44812,DBV,ZAG,0
44816,FCO,DBV,0
44817,FCO,SPU,0
44823,IST,ZAG,0
44825,LHR,RJK,0
44826,LHR,SPU,0
44829,LYS,SPU,0
44834,OSI,DBV,0
44835,OSI,SPU,0
44836,OSI,ZAG,0
44837,PRN,ZAG,0
44838,PUY,FRA,0
44839,PUY,ZAD,0
44840,PUY,ZAG,0
44841,RJK,LHR,0
44842,RJK,SPU,0
44843,RJK,ZAG,0
44844,SJJ,ZAG,0
44845,SKP,ZAG,0
44846,SPU,ATH,0
44847,SPU,BEG,0
44848,SPU,CDG,0
44849,SPU,DBV,0
44851,SPU,FCO,0
44854,SPU,LHR,0
44855,SPU,LYS,0
44857,SPU,OSI,0
44860,SPU,ZAG,0
44865,VCE,DBV,0
44871,ZAD,PUY,0
44872,ZAD,ZAG,0
44873,ZAG,AMS,0
44875,ZAG,BLQ,0
44876,ZAG,BRU,0
44877,ZAG,BWK,0
44880,ZAG,DBV,0
44882,ZAG,IST,0
44885,ZAG,OSI,0
44886,ZAG,PRN,0
44887,ZAG,RJK,0
44888,ZAG,SJJ,0
44889,ZAG,SKP,0
44890,ZAG,SPU,0
44893,ZAG,ZAD,0
44899,AMS,VXO,0
44900,ARN,TLL,0
44901,BRU,TLL,0
44902,CPH,TLL,0
44903,KBP,TLL,0
44904,LED,TLL,0
44905,NCE,TLL,0
44907,SPU,TLL,0
44908,SVO,TLL,0
44910,TLL,ARN,0
44911,TLL,BRU,0
44912,TLL,CPH,0
44913,TLL,KBP,0
44914,TLL,LED,0
44915,TLL,NCE,0
44917,TLL,SPU,0
44918,TLL,SVO,0
44919,TLL,TRD,0
44921,TRD,TLL,0
44923,VXO,AMS,0
44930,AEP,PMY,0
44932,PMY,AEP,0
44945,CAN,PUS,0
44958,CJU,KPO,0
44960,CJU,MWX,0
44973,DOH,ICN,0
45020,ICN,DOH,0
45036,ICN,KHN,0
45037,ICN,KHV,0
45044,ICN,LJG,0
45048,ICN,NGB,0
45065,ICN,SPN,0
45076,ICN,UBJ,0
45086,IST,NBO,0
45091,JNB,SIN,0
45093,KHN,ICN,0
45094,KHV,ICN,0
45098,KIX,SPN,0
45101,KPO,CJU,0
45106,KWL,PUS,0
45110,LJG,ICN,0
45116,MWX,CJU,0
45120,NBO,IST,0
45121,NGB,ICN,0
45128,OKA,PUS,0
45138,PUS,CAN,0
45144,PUS,KWL,0
45151,PUS,SPN,0
45153,PUS,TXN,0
45167,SIN,JNB,0
45168,SPN,ICN,0
45169,SPN,KIX,0
45170,SPN,PUS,0
45184,TXN,PUS,0
45185,UBJ,ICN,0
45187,UUS,ICN,0
45196,CIP,LUN,0
45197,KAA,NLA,0
45199,LUN,CIP,0
45200,LUN,KAA,0
45202,LUN,LVI,0
45203,LUN,MFU,0
45204,LUN,NLA,0
45205,LUN,SLI,0
45206,LVI,LUN,0
45207,MFU,LUN,0
45208,MNS,LUN,0
45209,NLA,LUN,0
45210,NLA,MNS,0
45211,NLA,SLI,0
45212,SLI,LUN,0
45213,SLI,NLA,0
45214,CLT,LUK,0
45215,CVG,MMU,0
45216,LUK,CLT,0
45217,LUK,MDW,0
45218,LUK,MMU,0
45219,MBL,MDW,0
45220,MDW,LUK,0
45221,MDW,MBL,0
45222,MMU,CVG,0
45223,MMU,LUK,0
45228,NYK,MRE,0
45231,UAS,WIL,0
45240,GJA,LCE,0
45244,LCE,GJA,0
45245,LCE,PEU,0
45246,LCE,RTB,0
45247,LCE,SAP,0
45248,LCE,TGU,0
45249,LCE,UII,0
45250,PEU,LCE,0
45251,RTB,LCE,0
45255,SAP,LCE,0
45258,TGU,LCE,0
45260,YBC,YQB,0
45261,YBC,YWK,0
45262,YBG,YHU,0
45263,YBG,YQB,0
45264,YBG,YZV,0
45265,YGR,YQB,0
45266,YGR,YVB,0
45267,YGV,YZV,0
45268,YHU,YBG,0
45269,YHU,YQB,0
45270,YHU,YVO,0
45271,YHU,YZV,0
45272,YQB,YBC,0
45273,YQB,YGR,0
45274,YQB,YHU,0
45275,YQB,YVB,0
45276,YQB,YWK,0
45277,YQB,YYY,0
45280,YVB,YGR,0
45281,YVB,YYY,0
45282,YVB,ZBF,0
45283,YVO,YHU,0
45285,YWK,YBC,0
45286,YWK,YBG,0
45287,YWK,YVB,0
45289,YYY,YQB,0
45290,YYY,YVB,0
45291,YYY,YZV,0
45292,YZV,YBG,0
45293,YZV,YGV,0
45294,YZV,YHU,0
45297,YZV,YYY,0
45299,AQP,TCQ,0
45312,TCQ,AQP,0
45314,YAY,YBX,0
45315,YAY,YYR,0
45316,YAY,YYT,0
45317,YBX,YAY,0
45318,YBX,YYR,0
45319,YCL,YHZ,0
45320,YCL,YWK,0
45323,YDP,YNP,0
45324,YDP,YYR,0
45325,YHO,YMN,0
45326,YHO,YNP,0
45327,YHZ,YCL,0
45328,YJT,YDF,0
45330,YMN,YHO,0
45331,YMN,YSO,0
45332,YNP,YDP,0
45333,YNP,YHO,0
45336,YSO,YMN,0
45337,YSO,YYR,0
45339,YUL,YWK,0
45341,YWK,YCL,0
45343,YWK,YUL,0
45346,YWK,ZUM,0
45347,YYR,YAY,0
45348,YYR,YBX,0
45350,YYR,YDP,0
45351,YYR,YSO,0
45354,YYR,ZUM,0
45355,YYT,YAY,0
45357,YYT,YJT,0
45362,ZUM,YWK,0
45363,ZUM,YYR,0
45364,ADA,ADB,0
45365,ADA,AYT,0
45367,ADA,SAW,0
45368,ADA,TZX,0
45369,ADA,VAN,0
45370,ADB,ADA,0
45372,ADB,ASR,0
45373,ADB,ATH,0
